mondo_id	property	value_old	value_new
MONDO:0008341	definition	Ptosis-strabismus-ectopic pupils syndrome is characterized by the association of ptosis, strabismus and ectopic pupils. It has been described in one family (in a mother and three of her children). Transmission is autosomal dominant.	Ptosis-strabismus-ectopic pupils syndrome is characterised by the association of ptosis, strabismus and ectopic pupils. It has been described in one family (in a mother and three of her children). Transmission is autosomal dominant.
MONDO:0008345	definition		Idiopathic pulmonary fibrosis (IPF) is a nonneoplastic pulmonary disease that is characterized by the formation of scar tissue within the lungs in the absence of any known cause.
MONDO:0008346	definition	A respiratory disease due to repeated episodes of diffuse alveolar hemorrhage without any underlying apparent cause, most often in children. Anemia, cough, and pulmonary infiltrates on chest radiographs are found in majority of the patients.	Idiopathic pulmonary hemosiderosis is a respiratory disease due to repeated episodes of diffuse alveolar hemorrhage without any underlying apparent cause, most often in children. Anemia, cough, and pulmonary infiltrates on chest radiographs are found in majority of the patients.
MONDO:0015924	definition	Pulmonary arterial hypertension (PAH) is a group of diseases characterized by mean pulmonary artery pressure >20 mmHg and elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, have overt features of venous/capillary involvement (pulmonary veno-occlusive disease, PVOD/pulmonary capillary hemangiomatosis, PCH), induced by drug or toxin (drug-or toxin-induced PAH), or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).	Pulmonary arterial hypertension (PAH) is a group of diseases characterized by elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, or induced by drug or toxin (drug-or toxin-induced PAH) or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).
MONDO:0015510	definition	OBSOLETE. Rare genetic respiratory system disease.	Rare genetic respiratory system disease.
MONDO:0008357	definition	A syndrome is characterized by symmetric, nonopposable triphalangeal thumbs and radial hypoplasia. It has been described in eight patients (five females and three males) spanning generations of a family. The affected males also presented with hypospadias. The syndrome is inherited as an autosomal dominant trait.	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome is characterised by symmetric, nonopposable triphalangeal thumbs and radial hypoplasia. It has been described in eight patients (five females and three males) spanning generations of a family. The affected males also presented with hypospadias. The syndrome is inherited as an autosomal dominant trait.
MONDO:0008387	definition	Ring dermoid of cornea is characterized by annular limbal dermoids (growths with a skin-like structure) with corneal and conjunctival extension. Less than 30 cases have been described. Transmission is autosomal dominant and mutations in the PITX2 gene have been suggested as a potential cause of the condition.	Ring dermoid of cornea is characterised by annular limbal dermoids (growths with a skin-like structure) with corneal and conjunctival extension. Less than 30 cases have been described. Transmission is autosomal dominant and mutations in the PITX2 gene have been suggested as a potential cause of the condition.
MONDO:0019188	definition	A rare malformation syndrome characterized by congenital anomalies (microcephaly, specific facial characteristics, broad thumbs and halluces and postnatal growth retardation), short stature, intellectual disability and behavioral characteristics.	A rare malformation syndrome characterized by congenital anomalies (microcephaly, specific facial characteristics, broad thumbs and halluces and postnatal growth retardation), short stature, intellectual disability and behavioural characteristics.
MONDO:0008395	definition	An extremely rare malformation syndrome, described in less than 10 patients to date, characterized by microcephaly with characteristic facies (downslanting parpebral fissures, microstomia, beaked nose, narrow maxilla), very short stature, narrow thoracic cage with pectus carinatum, hypoplastic genitalia and skeletal anomalies (i.e. characteristic brachydactyly and osteochondritis of the spine) as well as intellectual and developmental delay.	Ruvalcaba syndrome is an extremely rare malformation syndrome, described in less than 10 patients to date, characterized by microcephaly with characteristic facies (downslanting parpebral fissures, microstomia, beaked nose, narrow maxilla), very short stature, narrow thoracic cage with pectus carinatum, hypoplastic genitalia and skeletal anomalies (i.e. characteristic brachydactyly and osteochondritis of the spine) as well as intellectual and developmental delay.
MONDO:0008403	definition	Scalp defects-postaxial polydactyly syndrome is characterized by congenital scalp defects and postaxial polydactyly type A.	Scalp defects-postaxial polydactyly syndrome is characterised by congenital scalp defects and postaxial polydactyly type A.
MONDO:0008404	definition	Scalp-ear-nipple syndrome is characterized by the following triad: areas of hairless raw skin over the scalp (present at birth and healing during childhood), prominent, hypoplastic ears with almost absent pinnae, and bilateral amastia. Thirty cases have been described so far. Renal and urinary tract abnormalities, as well as cataract, have also been observed. Transmission is autosomal dominant.	Scalp-ear-nipple syndrome is characterised by the following triad: areas of hairless raw skin over the scalp (present at birth and healing during childhood), prominent, hypoplastic ears with almost absent pinnae, and bilateral amastia. Thirty cases have been described so far. Renal and urinary tract abnormalities, as well as cataract, have also been observed. Transmission is autosomal dominant.
MONDO:0015194	definition	A group of rare heterogeneous inherited or acquired bone marrow disorders, isolated or part of a syndrome, characterized by decreased hemoglobin synthesis, because of defective use of iron (although plasmatic iron levels may be normal or elevated) and the presence of ringed sideroblasts in the bone marrow due to the pathologic iron overload in mitochondria as visualized by Perls' staining. The group encompasses (idiopathic) acquired sideroblastic anemia and constitutional sideroblastic anemias. The latter include syndromic sideroblastic anemias such as Pearson syndrome, mitochondrial mypathy and sideroblastic anemias, x-linked sideroblastic anemia-ataxia, thiamine responsive megaloblastic anemia syndrome and nonsyndromic sideroblastic anemias comprising x-linked and autosomal recessive sideroblastic anemias.	Sideroblastic anemias (SA) are a group of rare heterogeneous inherited or acquired bone marrow disorders, isolated or part of a syndrome, characterized by decreased hemoglobin synthesis, because of defective use of iron (although plasmatic iron levels may be normal or elevated) and the presence of ringed sideroblasts in the bone marrow due to the pathologic iron overload in mitochondria as visualized by Perls' staining. The group encompasses (idiopathic) acquired sideroblastic anemia and constitutional sideroblastic anemias. The latter include syndromic sideroblastic anemias such as Pearson syndrome, mitochondrial mypathy and sideroblastic anemias, x-linked sideroblastic anemia-ataxia, thiamine responsive megaloblastic anemia syndrome and nonsyndromic sideroblastic anemias comprising x-linked and autosomal recessive sideroblastic anemias.
